District,Crop,Year,Season,Area,Temperature,Rainfall,Yield
15,1,2005,2,100.0,23.724026,196.725,1.0
15,2,2005,3,9200.0,24.995655,2.0,0.7717391304347826
15,3,2005,2,64300.0,23.724026,196.725,1.2115085536547434
15,4,2005,2,8000.0,23.724026,196.725,1.1875
15,4,2005,3,12000.0,24.995655,2.0,1.3166666666666669
15,5,2005,2,2900.0,23.724026,196.725,1.9655172413793105
15,5,2005,3,5700.0,24.995655,2.0,1.9824561403508767
15,5,2005,4,100.0,28.47485,25.1,2.0
15,6,2005,2,2600.0,23.724026,196.725,0.4615384615384615
15,8,2005,2,108300.0,23.724026,196.725,2.272391505078485
15,9,2005,2,100.0,23.724026,196.725,1.0
15,10,2005,2,4900.0,23.724026,196.725,0.3673469387755102
15,11,2005,2,70100.0,23.724026,196.725,0.957203994293866
15,13,2005,2,200.0,23.724026,196.725,0.5
15,13,2005,3,100.0,24.995655,2.0,1.0
15,13,2005,4,700.0000000000001,28.47485,25.1,1.4285714285714284
15,14,2005,2,3100.0,23.724026,196.725,0.3548387096774194
15,15,2005,2,3200.0,23.724026,196.725,0.5
16,1,2005,2,3400.0,25.295868,201.225,1.0
16,2,2005,3,54400.0,23.684721,10.525,0.7113970588235294
16,3,2005,2,11299.999999999998,25.295868,201.225,0.5840707964601771
16,3,2005,4,800.0,31.933912,11.05,1.125
16,4,2005,2,137000.0,25.295868,201.225,1.6416058394160584
16,4,2005,3,30900.0,23.684721,10.525,0.9223300970873788
16,5,2005,2,3500.0,25.295868,201.225,0.7714285714285715
16,5,2005,3,700.0,23.684721,10.525,2.142857142857143
16,5,2005,4,300.0,31.933912,11.05,1.3333333333333333
16,6,2005,2,22900.0,25.295868,201.225,0.3013100436681222
16,7,2005,3,1000.0,23.684721,10.525,0.3
16,8,2005,2,18200.0,25.295868,201.225,0.456043956043956
16,9,2005,2,6900.0,25.295868,201.225,0.217391304347826
16,10,2005,2,600.0,25.295868,201.225,0.8333333333333334
16,10,2005,3,700.0,23.684721,10.525,0.4285714285714285
16,11,2005,2,173100.0,25.295868,201.225,1.4430964760254188
16,13,2005,2,16000.0,25.295868,201.225,0.54375
16,13,2005,3,59500.0,23.684721,10.525,0.6571428571428571
16,13,2005,4,700.0000000000001,31.933912,11.05,0.5714285714285713
16,14,2005,2,73400.0,25.295868,201.225,1.1607629427792916
16,15,2005,2,53600.0,25.295868,201.225,0.3600746268656716
17,1,2005,2,73300.0,28.128622,276.125,1.3478854024556617
17,2,2005,3,50300.0,23.039732,38.225002,0.6202783300198808
17,3,2005,2,6500.0,28.128622,276.125,0.8923076923076921
17,3,2005,4,400.0,33.968422,4.2,1.0
17,4,2005,2,36900.0,28.128622,276.125,0.8401084010840109
17,4,2005,3,6700.0,23.039732,38.225002,0.3582089552238806
17,5,2005,2,400.0,28.128622,276.125,1.75
17,6,2005,2,1500.0,28.128622,276.125,0.2
17,7,2005,3,600.0,23.039732,38.225002,0.5
17,8,2005,2,45000.0,28.128622,276.125,1.3711111111111112
17,8,2005,4,800.0,33.968422,4.2,1.5
17,9,2005,2,200.0,28.128622,276.125,0.5
17,9,2005,3,100.0,23.039732,38.225002,1.0
17,11,2005,2,244800.0,28.128622,276.125,1.0518790849673203
17,13,2005,3,6700.0,23.039732,38.225002,0.6417910447761194
17,13,2005,4,1600.0,33.968422,4.2,1.125
17,14,2005,2,52100.0,28.128622,276.125,0.6986564299424184
17,15,2005,2,1700.0,28.128622,276.125,0.2352941176470588
18,1,2005,2,227800.0,27.215246,179.475,0.5671641791044776
18,2,2005,3,52300.0,24.140198,32.850002,0.6042065009560229
18,3,2005,2,400.0,27.215246,179.475,0.5
18,3,2005,4,9100.0,33.551018,2.25,1.3736263736263736
18,4,2005,2,170700.0,27.215246,179.475,0.7814879906268307
18,4,2005,3,32600.0,24.140198,32.850002,0.7484662576687117
18,5,2005,2,600.0,27.215246,179.475,0.8333333333333334
18,5,2005,3,700.0,24.140198,32.850002,2.142857142857143
18,5,2005,4,100.0,33.551018,2.25,1.0
18,6,2005,2,32000.0,27.215246,179.475,0.390625
18,7,2005,3,800.0,24.140198,32.850002,0.25
18,8,2005,2,15600.0,27.215246,179.475,0.4294871794871794
18,9,2005,2,5600.000000000001,27.215246,179.475,0.2857142857142856
18,9,2005,3,600.0,24.140198,32.850002,0.1666666666666666
18,10,2005,2,700.0,27.215246,179.475,0.5714285714285714
18,10,2005,3,200.0,24.140198,32.850002,0.5
18,11,2005,2,156400.0,27.215246,179.475,0.9232736572890026
18,13,2005,2,6400.0,27.215246,179.475,0.546875
18,13,2005,3,17500.0,24.140198,32.850002,0.4742857142857143
18,13,2005,4,2200.0,33.551018,2.25,0.6363636363636364
18,14,2005,2,53300.0,27.215246,179.475,0.5215759849906192
18,15,2005,2,50700.0,27.215246,179.475,0.388560157790927
19,1,2005,2,34900.0,27.252924,233.67499,1.4441260744985671
19,2,2005,3,16500.0,22.858969,0.125,0.7151515151515152
19,3,2005,2,8500.0,27.252924,233.67499,0.7294117647058823
19,3,2005,4,8900.0,31.537668,0.75000006,1.9775280898876404
19,4,2005,2,13300.0,27.252924,233.67499,1.2932330827067668
19,4,2005,3,28400.0,22.858969,0.125,0.9647887323943662
19,5,2005,2,22300.0,27.252924,233.67499,2.0
19,5,2005,3,300.0,22.858969,0.125,2.333333333333333
19,5,2005,4,100.0,31.537668,0.75000006,1.0
19,6,2005,2,15300.0,27.252924,233.67499,0.3790849673202613
19,8,2005,2,19700.0,27.252924,233.67499,1.5685279187817258
19,9,2005,2,700.0000000000001,27.252924,233.67499,0.2857142857142856
19,10,2005,2,12700.0,27.252924,233.67499,0.6299212598425197
19,10,2005,3,100.0,22.858969,0.125,0.0
19,11,2005,2,6300.0,27.252924,233.67499,1.3968253968253967
19,13,2005,2,800.0,27.252924,233.67499,0.625
19,13,2005,3,400.0,22.858969,0.125,0.5
19,13,2005,4,100.0,31.537668,0.75000006,1.0
19,14,2005,2,23900.0,27.252924,233.67499,0.4560669456066946
19,15,2005,2,16200.0,27.252924,233.67499,0.4691358024691358
20,1,2005,2,17400.0,23.944565,292.375,1.988505747126437
20,2,2005,3,42200.0,21.991604,1.1,0.6990521327014217
20,3,2005,2,32300.0,23.944565,292.375,0.8637770897832817
20,3,2005,4,1900.0,28.437885,7.05,1.105263157894737
20,4,2005,2,3700.0,23.944565,292.375,0.945945945945946
20,4,2005,3,12800.0,21.991604,1.1,0.5859375
20,5,2005,2,53000.0,23.944565,292.375,2.024528301886793
20,5,2005,3,1800.0,21.991604,1.1,2.2222222222222223
20,5,2005,4,100.0,28.437885,7.05,1.0
20,6,2005,2,8500.0,23.944565,292.375,0.6823529411764705
20,7,2005,3,400.0,21.991604,1.1,0.25
20,8,2005,2,50300.0,23.944565,292.375,1.1669980119284291
20,9,2005,2,300.0,23.944565,292.375,0.3333333333333333
20,10,2005,2,12400.0,23.944565,292.375,0.5725806451612904
20,10,2005,3,300.0,21.991604,1.1,0.3333333333333333
20,11,2005,2,23300.0,23.944565,292.375,2.0
20,13,2005,2,300.0,23.944565,292.375,0.6666666666666666
20,13,2005,3,200.0,21.991604,1.1,0.5
20,14,2005,2,9500.0,23.944565,292.375,0.7263157894736842
20,15,2005,2,11900.0,23.944565,292.375,0.9327731092436976
21,1,2005,2,4500.0,24.939949,171.825,1.2444444444444445
21,2,2005,3,63900.0,24.104996,1.7,0.6995305164319249
21,3,2005,2,7100.0,24.939949,171.825,0.5774647887323944
21,3,2005,4,7000.0,31.617393,12.299999,1.2714285714285714
21,4,2005,2,73200.0,24.939949,171.825,0.8934426229508197
21,4,2005,3,259600.0,24.104996,1.7,0.8108628659476117
21,5,2005,2,10900.0,24.939949,171.825,0.7614678899082569
21,5,2005,3,1000.0,24.104996,1.7,2.1
21,5,2005,4,200.0,31.617393,12.299999,1.0
21,6,2005,2,18300.0,24.939949,171.825,0.6174863387978141
21,8,2005,2,17000.0,24.939949,171.825,0.3764705882352941
21,9,2005,2,5600.000000000001,24.939949,171.825,0.2857142857142856
21,11,2005,2,33500.0,24.939949,171.825,1.0835820895522388
21,13,2005,2,25500.0,24.939949,171.825,0.5411764705882354
21,13,2005,3,43400.0,24.104996,1.7,0.7350230414746544
21,13,2005,4,2100.0,31.617393,12.299999,0.7619047619047619
21,14,2005,2,84700.00000000001,24.939949,171.825,0.5879574970484062
21,15,2005,2,46500.00000000001,24.939949,171.825,0.5784946236559139
22,1,2005,2,185000.0,26.89229,179.1,1.1978378378378378
22,2,2005,3,49600.0,23.585869,14.25,0.5504032258064516
22,3,2005,4,8500.0,32.984543,4.65,0.7529411764705882
22,4,2005,2,92100.0,26.89229,179.1,1.0944625407166124
22,4,2005,3,193700.0,23.585869,14.25,0.6639132679401136
22,5,2005,2,1200.0,26.89229,179.1,0.75
22,5,2005,3,500.0,23.585869,14.25,2.2
22,5,2005,4,300.0,32.984543,4.65,1.0
22,6,2005,2,38100.0,26.89229,179.1,0.3438320209973753
22,7,2005,3,700.0,23.585869,14.25,0.2857142857142857
22,8,2005,2,7000.0,26.89229,179.1,0.3857142857142857
22,9,2005,2,4000.0,26.89229,179.1,0.25
22,10,2005,2,200.0,26.89229,179.1,0.5
22,10,2005,3,400.0,23.585869,14.25,0.5
22,11,2005,2,68600.0,26.89229,179.1,1.0174927113702623
22,13,2005,2,1400.0,26.89229,179.1,0.5714285714285714
22,13,2005,3,11599.999999999998,23.585869,14.25,0.560344827586207
22,13,2005,4,1500.0,32.984543,4.65,0.6
22,14,2005,2,49400.00000000001,26.89229,179.1,0.5425101214574898
22,15,2005,2,14300.0,26.89229,179.1,0.3146853146853147
23,2,2005,3,49500.0,23.591969,1.725,0.6767676767676768
23,3,2005,2,45900.0,24.200788,522.9,0.8518518518518519
23,3,2005,4,5300.0,29.029388,12.2,2.037735849056604
23,4,2005,2,3200.0,24.200788,522.9,1.03125
23,4,2005,3,465400.0,23.591969,1.725,0.4929093253115599
23,5,2005,2,7900.0,24.200788,522.9,2.2151898734177213
23,5,2005,3,7300.0,23.591969,1.725,2.3013698630136985
23,5,2005,4,1300.0,29.029388,12.2,1.6923076923076923
23,6,2005,2,6900.0,24.200788,522.9,0.463768115942029
23,8,2005,2,64500.0,24.200788,522.9,1.1441860465116278
23,9,2005,2,2800.0000000000005,24.200788,522.9,0.2142857142857142
23,9,2005,3,300.0,23.591969,1.725,0.3333333333333333
23,10,2005,2,2600.0,24.200788,522.9,0.4615384615384615
23,10,2005,3,800.0,23.591969,1.725,0.75
23,11,2005,2,1800.0,24.200788,522.9,2.111111111111111
23,13,2005,2,1500.0,24.200788,522.9,0.6
23,13,2005,3,2300.0,23.591969,1.725,0.4782608695652174
23,13,2005,4,300.0,29.029388,12.2,0.6666666666666666
23,14,2005,2,3700.0,24.200788,522.9,0.5135135135135135
23,15,2005,2,2200.0,24.200788,522.9,0.8636363636363636
24,2,2005,3,1800.0,22.506922,0.725,0.6666666666666666
24,3,2005,4,200.0,27.119385,14.3,1.5
24,5,2005,3,100.0,22.506922,0.725,2.0
24,7,2005,3,100.0,22.506922,0.725,0.0
24,9,2005,3,100.0,22.506922,0.725,1.0
25,3,2005,4,200.0,28.11733,12.300001,2.0
25,5,2005,3,100.0,24.288116,1.125,2.0
25,7,2005,3,100.0,24.288116,1.125,1.0
26,1,2005,2,2700.0,24.036665,176.1,0.8888888888888888
26,2,2005,3,29000.0,25.011677,0.57500005,0.6896551724137931
26,3,2005,2,35400.0,24.036665,176.1,0.6412429378531074
26,3,2005,4,800.0,29.718683,24.9,2.0
26,4,2005,2,111100.0,24.036665,176.1,0.8694869486948695
26,4,2005,3,116500.0,25.011677,0.57500005,0.4858369098712446
26,5,2005,3,6700.0,25.011677,0.57500005,1.955223880597015
26,5,2005,4,1300.0,29.718683,24.9,1.6153846153846154
26,6,2005,2,5799.999999999999,24.036665,176.1,0.3965517241379311
26,7,2005,3,400.0,25.011677,0.57500005,0.25
26,8,2005,2,18100.0,24.036665,176.1,2.18232044198895
26,9,2005,2,400.0,24.036665,176.1,0.25
26,10,2005,2,500.0,24.036665,176.1,0.4
26,11,2005,2,72400.0,24.036665,176.1,1.3535911602209945
26,13,2005,2,3900.0,24.036665,176.1,0.5897435897435898
26,13,2005,3,5100.0,25.011677,0.57500005,0.4901960784313725
26,13,2005,4,200.0,29.718683,24.9,1.0
26,14,2005,2,12700.0,24.036665,176.1,0.3464566929133858
26,15,2005,2,8200.0,24.036665,176.1,0.573170731707317
27,1,2005,2,4700.0,22.632225,261.4,0.9148936170212766
27,2,2005,3,26600.0,22.585648,3.325,0.6879699248120301
27,3,2005,2,59000.0,22.632225,261.4,0.7966101694915254
27,3,2005,4,4000.0,27.912844,25.5,2.425
27,4,2005,2,60500.0,22.632225,261.4,0.8314049586776859
27,4,2005,3,151800.0,22.585648,3.325,0.7187088274044796
27,5,2005,2,7600.0,22.632225,261.4,0.7368421052631579
27,5,2005,3,5400.0,22.585648,3.325,2.4814814814814814
27,5,2005,4,500.0,27.912844,25.5,1.6
27,6,2005,2,4900.0,22.632225,261.4,0.5102040816326531
27,7,2005,3,500.0,22.585648,3.325,0.2
27,8,2005,2,43600.0,22.632225,261.4,1.68348623853211
27,9,2005,2,300.0,22.632225,261.4,0.3333333333333333
27,10,2005,2,1300.0,22.632225,261.4,0.2307692307692307
27,10,2005,3,700.0,22.585648,3.325,0.4285714285714285
27,11,2005,2,31300.0,22.632225,261.4,1.2364217252396166
27,13,2005,2,1700.0,22.632225,261.4,0.5882352941176471
27,13,2005,3,1500.0,22.585648,3.325,0.4666666666666667
27,13,2005,4,100.0,27.912844,25.5,1.0
27,14,2005,2,4600.0,22.632225,261.4,0.3478260869565217
27,15,2005,2,5200.0,22.632225,261.4,0.3846153846153846
28,1,2005,2,800.0,26.193148,119.75,1.625
28,2,2005,3,43900.0,26.320763,1.575,0.7608200455580866
28,3,2005,2,5799.999999999999,26.193148,119.75,0.7241379310344829
28,3,2005,4,5900.0,32.546043,11.900001,1.2542372881355932
28,4,2005,2,400.0,26.193148,119.75,0.75
28,4,2005,3,707000.0,26.320763,1.575,0.5107496463932107
28,5,2005,2,12000.0,26.193148,119.75,1.2666666666666666
28,5,2005,3,16500.0,26.320763,1.575,1.975757575757576
28,5,2005,4,1900.0,32.546043,11.900001,1.6842105263157894
28,6,2005,2,2800.0000000000005,26.193148,119.75,0.7499999999999999
28,8,2005,2,400.0,26.193148,119.75,0.25
28,9,2005,2,400.0,26.193148,119.75,0.25
28,10,2005,2,600.0,26.193148,119.75,0.3333333333333333
28,10,2005,3,400.0,26.320763,1.575,0.5
28,11,2005,2,1100.0,26.193148,119.75,0.7272727272727273
28,13,2005,2,12100.0,26.193148,119.75,0.5867768595041323
28,13,2005,3,24900.000000000004,26.320763,1.575,0.4979919678714858
28,13,2005,4,500.0,32.546043,11.900001,0.8
28,14,2005,2,18900.0,26.193148,119.75,0.3121693121693121
28,15,2005,2,4100.0,26.193148,119.75,0.6585365853658537
29,2,2005,3,4100.0,24.560467,0.125,0.6585365853658537
29,3,2005,2,300.0,26.783329,442.34998,0.6666666666666666
29,3,2005,4,200.0,29.508896,1.2,2.0
29,5,2005,3,100.0,24.560467,0.125,2.0
29,6,2005,2,1200.0,26.783329,442.34998,0.5
29,7,2005,3,200.0,24.560467,0.125,0.5
29,8,2005,2,137000.0,26.783329,442.34998,2.224087591240876
29,8,2005,4,2500.0,29.508896,1.2,2.36
29,9,2005,2,700.0000000000001,26.783329,442.34998,0.2857142857142856
29,9,2005,3,400.0,24.560467,0.125,0.25
29,10,2005,2,11400.0,26.783329,442.34998,0.3771929824561403
29,14,2005,2,3200.0,26.783329,442.34998,0.59375
29,15,2005,2,6000.0,26.783329,442.34998,0.85
30,1,2005,2,80100.0,28.366468,246.84999,1.0948813982521848
30,2,2005,3,25900.0,23.502499,35.925,0.5328185328185329
30,3,2005,2,1400.0,28.366468,246.84999,0.8571428571428571
30,3,2005,4,1900.0,34.429237,2.45,1.1578947368421053
30,4,2005,2,19800.0,28.366468,246.84999,0.8080808080808081
30,4,2005,3,800.0,23.502499,35.925,0.375
30,6,2005,2,600.0,28.366468,246.84999,0.3333333333333333
30,7,2005,3,100.0,23.502499,35.925,1.0
30,8,2005,2,200.0,28.366468,246.84999,1.0
30,9,2005,2,400.0,28.366468,246.84999,0.25
30,11,2005,2,214700.0,28.366468,246.84999,1.0894271075919888
30,13,2005,3,1000.0,23.502499,35.925,0.6
30,14,2005,2,52400.0,28.366468,246.84999,1.013358778625954
30,15,2005,2,300.0,28.366468,246.84999,1.0
31,1,2005,2,66800.0,26.689442,195.35,1.0434131736526946
31,2,2005,3,40600.0,23.737358,12.900001,0.5985221674876847
31,3,2005,4,400.0,33.10766,2.6000001,1.5
31,4,2005,2,49100.0,26.689442,195.35,1.1283095723014256
31,4,2005,3,700.0,23.737358,12.900001,0.8571428571428571
31,5,2005,2,100.0,26.689442,195.35,2.0
31,6,2005,2,31600.0,26.689442,195.35,0.370253164556962
31,8,2005,2,300.0,26.689442,195.35,0.3333333333333333
31,9,2005,2,1900.0,26.689442,195.35,0.2105263157894736
31,10,2005,2,300.0,26.689442,195.35,0.3333333333333333
31,11,2005,2,196600.0,26.689442,195.35,0.949643947100712
31,13,2005,2,100.0,26.689442,195.35,1.0
31,13,2005,3,700.0000000000001,23.737358,12.900001,0.5714285714285713
31,14,2005,2,51600.0,26.689442,195.35,0.7810077519379846
31,15,2005,2,34500.0,26.689442,195.35,0.4434782608695652
32,1,2005,2,324000.0,27.703297,212.75,0.8688271604938271
32,2,2005,3,36900.0,23.668737,37.324997,0.6124661246612466
32,3,2005,2,100.0,27.703297,212.75,1.0
32,3,2005,4,12400.0,34.24891,2.15,1.717741935483871
32,4,2005,2,115000.0,27.703297,212.75,0.768695652173913
32,5,2005,2,100.0,27.703297,212.75,2.0
32,6,2005,2,26600.0,27.703297,212.75,0.4248120300751879
32,7,2005,3,800.0,23.668737,37.324997,0.625
32,8,2005,2,1800.0,27.703297,212.75,0.5
32,9,2005,2,4400.0,27.703297,212.75,0.2045454545454545
32,10,2005,3,1700.0,23.668737,37.324997,0.5294117647058824
32,11,2005,2,212500.0,27.703297,212.75,1.1228235294117648
32,13,2005,2,200.0,27.703297,212.75,0.5
32,14,2005,2,131700.0,27.703297,212.75,0.8071374335611238
32,15,2005,2,13900.0,27.703297,212.75,0.4316546762589928
1,1,2006,2,20600.0,23.447224,215.675,1.7718446601941749
1,2,2006,3,95800.0,22.681137,1.25,0.68580375782881
1,3,2006,2,6100.0,23.447224,215.675,0.7868852459016393
1,3,2006,4,8300.0,29.333706,24.25,1.5783132530120485
1,4,2006,2,100.0,23.447224,215.675,1.0
1,4,2006,3,528400.0,22.681137,1.25,0.5185465556396669
1,5,2006,2,17900.0,23.447224,215.675,2.368715083798883
1,5,2006,3,15300.0,22.681137,1.25,1.30718954248366
1,5,2006,4,1200.0,29.333706,24.25,1.5
1,6,2006,2,16700.0,23.447224,215.675,0.592814371257485
1,7,2006,3,100.0,22.681137,1.25,0.0
1,8,2006,2,8400.0,23.447224,215.675,0.7857142857142857
1,9,2006,2,900.0,23.447224,215.675,0.2222222222222222
1,9,2006,3,100.0,22.681137,1.25,1.0
1,10,2006,2,5600.0,23.447224,215.675,0.3571428571428571
1,10,2006,3,400.0,22.681137,1.25,0.25
1,11,2006,2,49000.00000000001,23.447224,215.675,1.3163265306122447
1,13,2006,2,11800.0,23.447224,215.675,0.5084745762711864
1,13,2006,3,2800.0000000000005,22.681137,1.25,0.3928571428571428
1,13,2006,4,100.0,29.333706,24.25,1.0
1,14,2006,2,13000.0,23.447224,215.675,0.5076923076923077
1,15,2006,2,6100.0,23.447224,215.675,0.3934426229508196
2,1,2006,2,204900.0,27.256708,228.3,2.148365056124939
2,2,2006,3,78500.0,23.81445,20.500002,0.870063694267516
2,3,2006,4,2200.0,32.688637,9.9,1.272727272727273
2,4,2006,2,84499.99999999999,27.256708,228.3,2.435502958579882
2,4,2006,3,100.0,23.81445,20.500002,1.0
2,5,2006,2,2100.0,27.256708,228.3,1.619047619047619
2,5,2006,3,200.0,23.81445,20.500002,2.5
2,5,2006,4,1100.0,32.688637,9.9,0.4545454545454545
2,6,2006,2,52000.0,27.256708,228.3,0.5076923076923077
2,7,2006,3,400.0,23.81445,20.500002,0.25
2,9,2006,2,5100.0,27.256708,228.3,0.1372549019607843
2,10,2006,2,300.0,27.256708,228.3,0.3333333333333333
2,11,2006,2,59800.0,27.256708,228.3,1.645484949832776
2,13,2006,2,1900.0,27.256708,228.3,0.5263157894736842
2,13,2006,3,2200.0,23.81445,20.500002,0.5454545454545454
2,13,2006,4,2500.0,32.688637,9.9,1.0
2,14,2006,2,54600.0,27.256708,228.3,0.9395604395604396
2,15,2006,2,15300.0,27.256708,228.3,0.5751633986928104
3,1,2006,2,241800.0,26.785591,241.47499,0.8899917287014061
3,2,2006,3,73300.0,23.46398,19.6,0.7735334242837654
3,3,2006,2,1300.0,26.785591,241.47499,0.6923076923076923
3,3,2006,4,1000.0,32.67449,12.200001,2.5
3,4,2006,2,94700.0,26.785591,241.47499,1.17740232312566
3,5,2006,2,1600.0,26.785591,241.47499,1.625
3,5,2006,4,100.0,32.67449,12.200001,1.0
3,6,2006,2,66300.0,26.785591,241.47499,0.2684766214177979
3,7,2006,3,100.0,23.46398,19.6,0.0
3,8,2006,2,8500.0,26.785591,241.47499,0.5411764705882353
3,9,2006,2,200.0,26.785591,241.47499,0.5
3,11,2006,2,216700.0,26.785591,241.47499,1.4933087217351178
3,13,2006,2,200.0,26.785591,241.47499,0.5
3,13,2006,3,3300.0,23.46398,19.6,0.5757575757575758
3,13,2006,4,200.0,32.67449,12.200001,1.0
3,14,2006,2,95400.0,26.785591,241.47499,0.7914046121593291
3,15,2006,2,4900.0,26.785591,241.47499,0.3673469387755102
4,1,2006,2,282100.0,25.029982,250.40001,1.7238567883729174
4,2,2006,3,52100.0,23.524319,3.4499998,0.8618042226487524
4,3,2006,2,8600.0,25.029982,250.40001,0.7558139534883721
4,3,2006,4,300.0,31.176142,9.099999,1.0
4,4,2006,2,8000.0,25.029982,250.40001,1.7625
4,4,2006,3,163999.99999999994,23.524319,3.4499998,0.983536585365854
4,5,2006,3,2200.0,23.524319,3.4499998,2.363636363636364
4,5,2006,4,700.0000000000001,31.176142,9.099999,1.0
4,6,2006,2,8800.0,25.029982,250.40001,0.8068181818181818
4,7,2006,3,1100.0,23.524319,3.4499998,0.1818181818181818
4,8,2006,2,100.0,25.029982,250.40001,1.0
4,9,2006,2,4700.0,25.029982,250.40001,0.2127659574468085
4,10,2006,2,2300.0,25.029982,250.40001,0.3043478260869565
4,11,2006,2,10000.0,25.029982,250.40001,1.56
4,13,2006,2,6700.0,25.029982,250.40001,0.5373134328358209
4,13,2006,3,4700.0,23.524319,3.4499998,0.4680851063829787
4,13,2006,4,100.0,31.176142,9.099999,1.0
4,14,2006,2,40100.0,25.029982,250.40001,0.85785536159601
4,15,2006,2,4300.0,25.029982,250.40001,0.6976744186046512
5,1,2006,2,155400.0,25.745527,197.225,1.3603603603603605
5,2,2006,3,39900.0,24.5706,10.349999,0.6541353383458647
5,3,2006,2,8500.0,25.745527,197.225,0.5882352941176471
5,3,2006,4,3100.0,32.16703,16.55,0.967741935483871
5,4,2006,2,50800.0,25.745527,197.225,1.0866141732283463
5,4,2006,3,251100.0,24.5706,10.349999,0.711668657905217
5,5,2006,2,4000.0,25.745527,197.225,1.575
5,5,2006,4,1000.0,32.16703,16.55,0.7
5,6,2006,2,9300.0,25.745527,197.225,0.6236559139784945
5,7,2006,3,800.0,24.5706,10.349999,0.25
5,8,2006,2,2000.0,25.745527,197.225,0.75
5,9,2006,2,5400.0,25.745527,197.225,0.2037037037037037
5,10,2006,2,1200.0,25.745527,197.225,0.3333333333333333
5,11,2006,2,42100.0,25.745527,197.225,0.8194774346793349
5,13,2006,2,11299.999999999998,25.745527,197.225,0.5398230088495576
5,13,2006,3,15300.0,24.5706,10.349999,0.4705882352941176
5,13,2006,4,1100.0,32.16703,16.55,0.5454545454545454
5,14,2006,2,53200.0,25.745527,197.225,0.8421052631578949
5,15,2006,2,9600.0,25.745527,197.225,0.6458333333333334
6,2,2006,3,8300.0,23.324005,12.1,0.6385542168674698
6,3,2006,2,100.0,27.547943,253.79999,1.0
6,3,2006,4,200.0,32.395905,25.2,1.0
6,4,2006,3,100.0,23.324005,12.1,1.0
6,5,2006,2,100.0,27.547943,253.79999,2.0
6,6,2006,2,300.0,27.547943,253.79999,0.6666666666666666
6,7,2006,3,200.0,23.324005,12.1,0.5
6,8,2006,2,175800.0,27.547943,253.79999,1.4505119453924915
6,8,2006,4,4600.0,32.395905,25.2,1.891304347826087
6,9,2006,2,700.0000000000001,27.547943,253.79999,0.1428571428571428
6,9,2006,3,100.0,23.324005,12.1,1.0
6,11,2006,2,8600.0,27.547943,253.79999,0.8372093023255814
6,13,2006,4,100.0,32.395905,25.2,1.0
6,14,2006,2,7900.0,27.547943,253.79999,0.569620253164557
6,15,2006,2,200.0,27.547943,253.79999,0.5
7,1,2006,2,234400.0,25.822063,255.025,1.2559726962457338
7,2,2006,3,80900.0,23.747307,28.1,0.7082818294190358
7,3,2006,2,600.0,25.822063,255.025,0.6666666666666666
7,3,2006,4,1100.0,31.5094,9.75,1.181818181818182
7,4,2006,2,71500.0,25.822063,255.025,1.4167832167832168
7,4,2006,3,17500.0,23.747307,28.1,0.88
7,5,2006,2,39700.0,25.822063,255.025,1.6397984886649877
7,5,2006,3,2200.0,23.747307,28.1,2.409090909090909
7,5,2006,4,1700.0,31.5094,9.75,1.4705882352941178
7,6,2006,2,60600.0,25.822063,255.025,0.4735973597359736
7,7,2006,3,400.0,23.747307,28.1,0.5
7,9,2006,2,5900.0,25.822063,255.025,0.2203389830508474
7,10,2006,2,100.0,25.822063,255.025,1.0
7,11,2006,2,172700.0,25.822063,255.025,1.2559351476548928
7,13,2006,2,1800.0,25.822063,255.025,0.5555555555555556
7,13,2006,3,2300.0,23.747307,28.1,0.5652173913043478
7,13,2006,4,900.0,31.5094,9.75,1.0
7,14,2006,2,60300.0,25.822063,255.025,0.8059701492537314
7,15,2006,2,55900.0,25.822063,255.025,0.4919499105545617
8,1,2006,2,47400.0,27.812399,283.30002,1.8206751054852324
8,2,2006,3,28600.0,24.77881,17.75,0.493006993006993
8,3,2006,4,100.0,32.703724,37.15,1.0
8,4,2006,2,7700.0,27.812399,283.30002,1.3116883116883118
8,4,2006,3,16300.0,24.77881,17.75,0.4294478527607362
8,6,2006,2,700.0000000000001,27.812399,283.30002,0.857142857142857
8,7,2006,3,2500.0,24.77881,17.75,0.52
8,8,2006,2,136300.0,27.812399,283.30002,1.384446074834923
8,8,2006,4,2899.9999999999995,32.703724,37.15,1.724137931034483
8,9,2006,2,700.0000000000001,27.812399,283.30002,0.1428571428571428
8,9,2006,3,100.0,24.77881,17.75,1.0
8,10,2006,2,300.0,27.812399,283.30002,1.3333333333333333
8,10,2006,3,400.0,24.77881,17.75,0.75
8,11,2006,2,172500.0,27.812399,283.30002,1.224927536231884
8,13,2006,3,2300.0,24.77881,17.75,0.5652173913043478
8,14,2006,2,23400.0,27.812399,283.30002,0.4487179487179487
8,15,2006,2,300.0,27.812399,283.30002,0.6666666666666666
9,1,2006,2,83500.0,26.578186,170.52501,1.4850299401197604
9,2,2006,3,23800.0,24.462997,12.599998,0.6848739495798319
9,3,2006,2,32000.0,26.578186,170.52501,0.665625
9,3,2006,4,5600.000000000001,31.292192,2.6999998,1.1607142857142856
9,4,2006,2,27600.0,26.578186,170.52501,1.25
9,4,2006,3,9200.0,24.462997,12.599998,1.2065217391304348
9,5,2006,2,20500.0,26.578186,170.52501,1.917073170731708
9,5,2006,3,600.0,24.462997,12.599998,2.0
